id,name,artists,album,release_date,energy,danceability,popularity,keywords
5gpjup3L76P6ZNMu44eCyG,Nenjame Nenjame,"A.R. Rahman, Vijay Yesudas, Shakthisree Gopalan",Maamannan (Original Motion Picture Soundtrack),2023-06-01,0.361,0.697,54,"['nenjame', 'ààààààà', 'song', 'mp3', 'r', 'rahman', 'download', 'songs', 'music', 'maamannan']"
4BBwON1XG02S4cpYrV10u2,"Darshana - From ""Hridayam""","Hesham Abdul Wahab, Darshana Rajendran","Darshana (From ""Hridayam"")",2021-10-25,0.631,0.663,55,"['darshana', 'song', 'ààµ¼àà', 'mp3', 'snehaamrutham', 'ennileku', 'hesham', 'abdul', 'wahab', 'download']"
42ON67EVCaJpihkP2U38n7,Saarattu Vandiyila,"A.R. Rahman, A. R. Reihana, Tippu, Nikhita Gandhi",Kaatru Veliyidai (Original Motion Picture Soundtrack),2017-03-20,0.321,0.786,52,"['saarattu', 'vandiyila', 'song', 'àà¾ààààà', 'àµààààààà²', 'mp3', 'r', 'rahman', 'download', 'songs']"
1zfS3EZFRA6oTSu49VFaGW,"Tum Tum (From ""Enemy - Tamil"")","Thaman S, Srivardhani Kuchi, Aditi Bhavaraju, Satya Yamini, Roshini JKV, Tejaswini, Karaikudi Mani","Tum Tum (From ""Enemy - Tamil"")",2021-09-03,0.761,0.741,8,"['tum', 'enemy', 'tamil', 'song', 'olaa', 'odhukku', 'ongi', 'thattikkum', 'oththigaa', 'mp3']"
2UwM1cFgYjQ4U1ntbu6vKl,Ey Sandakaara,Dhee,Irudhi Suttru,2016-01-04,0.232,0.743,0,"['ki', 'aaj', 'raat', 'stree', '2', 'song', 'le', 'jaan', 'maza', 'husn']"
3M9G4jJAgDLB9ycinua8Wo,"Kaavaalaa (From ""Jailer"")","Anirudh Ravichander, Shilpa Rao, Arunraja Kamaraj","Kaavaalaa (From ""Jailer"")",2023-07-06,0.759,0.844,65,"['tu', 'aa', 'dilbara', 'rajini', 'jailer', 'song', 'mp3', 'anirudh', 'ravichander', 'download']"
1B02UI29t3PTh3m98absaP,"Naa Ready (From ""Leo"")","Anirudh Ravichander, Thalapathy Vijay, Asal Kolaar","Naa Ready (From ""Leo"")",2023-06-22,0.805,0.726,68,"['naa', 'ready', 'leo', 'song', 'mp3', 'anirudh', 'ravichander', 'download', 'songs', 'music']"
6NwEpX2JUWHVKWfDDfcqC4,Idhazhin Oram - The Innocence of Love,"Anirudh Ravichander, Ajesh",3 (Original Motion Picture Soundtrack),2011-12-23,0.783,0.65,67,"['songs', 'music', 'hindi', 'english', 'bollywood', 'regional', 'gaana', 'gateway', 'best', 'latest']"
6yvxu91deFKt3X1QoV6qMv,"Arabic Kuthu - Halamithi Habibo (From ""Beast"")","Anirudh Ravichander, Jonita Gandhi","Arabic Kuthu - Halamithi Habibo (From ""Beast"")",2022-02-14,0.757,0.608,66,"['halamithi', 'habibo', 'pithadhae', 'tamil', 'balihabi', 'malama', 'pitha', 'arabic', 'kuthu', 'song']"
6EB454nVg2u6sbeCvWAPej,"Yaanji - From ""Vikram Vedha""","Sam C.S., Anirudh Ravichander, Shakthisree Gopalan","Yaanji (From ""Vikram Vedha"")",2017-06-12,0.624,0.692,68,"['yaanji', 'oh', 'song', 'àà¾àààà', 'nenjaathiyae', 'en', 'nee', 'vandhu', 'naan', 'mp3']"
2vkNA9I029dTwX0y6d59Sc,"Dippam Dappam (From ""Kaathuvaakula Rendu Kaadhal"")","Anirudh Ravichander, Anthony Daasan","Dippam Dappam (From ""Kaathuvaakula Rendu Kaadhal"")",2022-04-20,0.717,0.827,64,"['dippam', 'dappam', 'kaathuvaakula', 'rendu', 'kaadhal', 'song', 'àààªààªàà', 'ààªààªàà', 'ààªàààà', 'àà¾àààààµà¾ààààà²']"
6TQS7URegxmcb8tTNpoXzi,"Megham Karukatha (From ""Thiruchitrambalam"")","Dhanush, Anirudh Ravichander","Megham Karukatha (From ""Thiruchitrambalam"")",2022-07-15,0.614,0.429,62,"['megham', 'karukatha', 'song', 'mp3', 'dhanush', 'download', 'songs', 'music', 'thiruchitrambalam', 'hindi']"
1hSbtbX2cVbSyBVqoYHjSj,Mainaru Vetti Katti,"Santhosh Narayanan, Anirudh Ravichander, Dhee","Mainaru Vetti Katti (From ""Dasara"") (Tamil)",2023-03-09,0.559,0.872,60,"['mainaru', 'vetti', 'katti', 'dasara', 'tamil', 'song', 'mp3', 'santhosh', 'narayanan', 'download']"
5pOY1Vg2TIIbVBfR6yAg0C,Gaali Vaaluga,Anirudh Ravichander,Agnyaathavaasi,2017-11-07,0.81,0.677,64,"['gaali', 'vaaluga', 'song', 'àà¾à²à', 'àµà¾à²ààà¾', 'hmmm', 'ponaaaaaaaa', 'mp3', 'nilu', 'ala']"
209pScL6fUhISxcLWkB6rf,Lokiverse - Background Score,Anirudh Ravichander,Vikram (Original Background Score),2022-07-07,0.86,0.64,63,"['background', 'score', 'lokiverse', 'song', 'à²ààààµàààà', 'àªàààààààµààààà', 'àààààà', 'mp3', 'anirudh', 'ravichander']"
6eYsOcDdB5b6rTO5ubMxeV,"Private Party (From ""Don"")","Anirudh Ravichander, Jonita Gandhi","Private Party (From ""Don"")",2022-04-30,0.886,0.862,62,"['miyan', 'bade', 'chote', 'title', 'track', 'song', 'mp3', 'anirudh', 'ravichander', 'download']"
7mNQwVYgoB3mtjkjCKsbXM,Hoyna Hoyna,"Anirudh Ravichander, Inno Genga",Gang Leader (Original Motion Picture Soundtrack),2019-09-05,0.727,0.713,58,"['hoyna', 'à¹ààààà¾', 'song', 'songs', 'download', 'music', 'mp3', 'anirudh', 'ravichander', 'gang']"
4NQBqInyE7zvjIiP4j1dmy,Sirikkadhey,"Anirudh Ravichander, Arjun Kanungo, Srinidhi Venkatesh",Remo (Original Motion Picture Soundtrack),2016-09-05,0.629,0.632,59,"['sirikkadhey', 'song', 'mp3', 'anirudh', 'ravichander', 'download', 'songs', 'music', 'remo', 'original']"
4vP3rarKvrhtcK2umoyq65,Kadhal Sadugudu,S.P. Charan,Alaipayuthey (Original Motion Picture Soundtrack),2000-12-31,0.272,0.76,47,"['kadhal', 'sadugudu', 'song', 'àà¾àà²à', 'ààààààà', 'mp3', 'spcharan', 'download', 'songs', 'music']"
7AkzozQlhMtap4UReNhFKJ,Pachai Nirame,"Hariharan, Clinton",Alaipayuthey (Original Motion Picture Soundtrack),2000-12-31,0.399,0.538,0,"['niramae', 'pachai', 'nirame', 'song', 'àªàààà', 'ààààà', 'kaadhalil', 'manjal', 'anbae', 'niramundu']"
3l7JaDIJmWMpvcJqhTJjrk,Hosanna,"A.R. Rahman, Vijay Prakash, Suzanne D'Mello, Blaaze",Vinnathaandi Varuvaayaa (Original Motion Picture Soundtrack),2010-01-08,0.812,0.582,61,"['hosanna', 'lofi', 'flip', 'song', 'à¹àààààà¾', 'à²ààà¾à', 'ààà²ààª', 'mp3', 'leon', 'dsouza']"
5KZyOG8LZsBrHjuEdNyZHa,Omana Penne,"A.R. Rahman, Benny Dayal, Kalyani Menon",Vinnathaandi Varuvaayaa (Original Motion Picture Soundtrack),2010-01-08,0.728,0.69,57,"['songs', 'music', 'hindi', 'english', 'bollywood', 'regional', 'gaana', 'gateway', 'best', 'latest']"
0uEtUhy8xAX1fJFiqNs5sr,Kaara Aattakkaara,"A.R. Rahman, Aaryan Dinesh Kanagaratnam, Darshana K.T., Shashaa Tirupati",O Kadhal Kanmani (Original Motion Picture Soundtrack),2015-04-07,0.666,0.775,50,"['kaara', 'fankaara', 'song', 'àà¾àà¾', 'àààà¾àà¾', 'mp3', 'r', 'rahman', 'download', 'songs']"
4mOmWSdTmf6fSAibGWCKp7,Mental Manadhil,"A.R. Rahman, Jonita Gandhi",O Kadhal Kanmani (Original Motion Picture Soundtrack),2015-04-07,0.886,0.568,60,"['songs', 'music', 'hindi', 'english', 'bollywood', 'regional', 'gaana', 'gateway', 'best', 'latest']"
6bdpj89aYEBjhpsenXAsmO,Enna Sona,"A.R. Rahman, Arijit Singh",OK Jaanu (Original Motion Picture Soundtrack),2017-01-04,0.415,0.717,68,"['enna', 'sona', 'song', 'ààààà¾', 'àààà¾', 'mp3', 'r', 'rahman', 'download', 'songs']"
0iXLwnLmLwn9y54JtBTNxY,Main Agar Kahoon,"Sonu Nigam, Shreya Ghoshal",Om Shanti Om,2007-09-18,0.436,0.533,65,"['hai', 'main', 'kahoon', 'agar', 'bhi', 'song', 'mein', 'ààà', 'à', 'àà']"
2iXVckhPy7tP0wV9DvlrjZ,Mauja Hi Mauja,"Pritam, Mika Singh",Jab We Met,2007-09-21,0.873,0.738,60,"['mauja', 'hi', 'hud', 'jag', 'mahi', 'gaya', 'oh', 'dil', 'sara', 'song']"
7eQl3Yqv35ioqUfveKHitE,Tum Se Hi,"Pritam, Mohit Chauhan",Jab We Met,2007-09-21,0.538,0.609,76,"['hi', 'se', 'tum', 'hai', 'na', 'song', 'ààà', 'àà', 'à¹à', 'mein']"
2rOnSn2piaqLAlYjtfUBlY,"Raataan Lambiyan (From ""Shershaah"")","Tanishk Bagchi, Jubin Nautiyal, Asees Kaur","Raataan Lambiyan (From ""Shershaah"")",2021-07-30,0.63,0.72,70,"['raataan', 'lambiyan', 'song', 'àà¾àà¾à', 'à²ààààà¾à', 'music', 'download', 'mp3', 'shershaah', 'songs']"
43bgjI3ZddPJsu3JvNmYui,Vaa Vaathi (Dhanush Reprise Version),"G. V. Prakash, Dhanush",Vaathi,2023-02-23,0.368,0.59,56,"['dhanush', 'vaathi', 'vaa', 'reprise', 'version', 'song', 'mp3', 'download', 'songs', 'music']"
0XosgadxA79fBBV6meKDAs,"Sol (From ""Ponniyin Selvan Part-1"")","A.R. Rahman, Rakshita Suresh","Sol (From ""Ponniyin Selvan Part-1"") [Original Motion Picture Soundtrack]",2022-09-06,0.271,0.697,0,"['ponniyin', 'selvan', 'part', '1', 'sol', 'song', 'mp3', 'r', 'rahman', 'download']"
1pean7zvZUqcWZaUucH63f,"Thaai Kelavi (From ""Thiruchitrambalam"")","Dhanush, Anirudh Ravichander","Thaai Kelavi (From ""Thiruchitrambalam"")",2022-06-24,0.92,0.661,62,"['thaai', 'kelavi', 'song', 'àà¾àà', 'ààà²ààµà', 'mp3', 'dhanush', 'download', 'songs', 'music']"
5JC1RPGBMSiKlA3gniEmCW,"Thozhi (From ""Hey Sinamika"")","Govind Vasantha, Pradeep Kumar","Thozhi - From ""Hey Sinamika""",2022-01-27,0.375,0.528,50,"['megham', 'hey', 'sinamika', 'song', 'mp3', 'govind', 'vasantha', 'download', 'songs', 'music']"
5D507IC1VOAg7bKkmOblr6,"Bae (From ""Don"")","Anirudh Ravichander, Adithya RK","Bae (From ""Don"")",2022-02-03,0.663,0.697,63,"['bae', 'song', 'àªààà', 'mp3', 'anirudh', 'ravichander', 'download', 'songs', 'music', 'original']"
4gmZ9uup1Jl1AyzLGHdgDQ,Asku Maaro,"Dharan Kumar, K. Sivaangi",Asku Maaro,2021-03-27,0.834,0.85,42,"['asku', 'maaro', 'song', 'à', 'àààà', 'àà¾àà', 'mp3', 'dharan', 'kumar', 'download']"
0t0mHozF8Xsif9w8bemh9D,"So Baby (From ""Doctor"")","Anirudh Ravichander, Ananthakrrishnan","So Baby (From ""Doctor"")",2021-02-25,0.843,0.607,55,"['baby', 'song', 'àà', 'àªààªà', 'mp3', 'anirudh', 'ravichander', 'download', 'songs', 'music']"
4dJrjWtAhEkW7VdPYSL1Ip,"Vaathi Coming (From ""Master"")","Anirudh Ravichander, Gana Balachandar","Vaathi Coming (From ""Master"")",2020-03-10,0.947,0.649,55,"['vaathi', 'coming', 'song', 'àµà¾àààà', 'ààààààà', 'mp3', 'anirudh', 'ravichander', 'download', 'songs']"
2b4nWymybHj38A6XtQijiA,"Kaattu Payale (From ""Soorarai Pottru"")","G. V. Prakash, Dhee","Kaattu Payale (From ""Soorarai Pottru"")",2020-07-23,0.631,0.7,52,"['kaattu', 'payale', 'song', 'àà¾àààà', 'àªàà²à', 'mp3', 'gv', 'prakash', 'kumar', 'download']"
0qvoxfYodIfe14gaidhnsV,Andha Kanna Paathaakaa,"Anirudh Ravichander, Yuvan Shankar Raja",Master (Original Motion Picture Soundtrack),2020-03-16,0.86,0.747,58,"['andha', 'kanna', 'paathaakaa', 'song', 'à', 'ààà', 'àààà', 'àªà¾àààà¾àààà¾', 'songs', 'download']"
5KAIBGTYKIYQ0OsSvUDQdU,Kadhal Psycho,"Anirudh Ravichander, Dhvani Bhanushali, Tanishk Bagchi",Saaho,2019-08-28,0.75,0.904,43,"['saiyaan', 'main', 'psycho', 'song', 'tera', 'àà¾ààà', 'àààà¾à', 'ko', 'dabi', 'gayi']"
09Z6o1yu596HJAwWZxTz4m,Othaiyadi Pathayila,"Dhibu Ninan Thomas, Anirudh Ravichander",Kanaa (Original Motion Picture Soundtrack),2018-08-23,0.615,0.713,63,"['song', 'othaiyadi', 'paathaiyila', 'àààààààà', 'àªà¾ààààà²à', 'download', 'mp3', 'movie', 'music', 'songs']"
612T2qs3Xaj72F8M0bj9gL,"Marana Mass - From ""Petta""","Anirudh Ravichander, S. P. Balasubrahmanyam","Marana Mass (From ""Petta"")",2018-12-07,0.872,0.481,46,"['marana', 'mass', 'song', 'mp3', 'anirudh', 'ravichander', 'petta', 'download', 'songs', 'music']"
0Tm5ER6IrGfmW0yZ5lkQli,Rowdy Baby,"Yuvan Shankar Raja, Dhanush, Dhee",Rowdy Baby (From 'Maari 2' Original Motion Picture Soundtrack),2018-11-28,0.702,0.67,0,"['baby', 'rowdy', 'naa', 'song', 'nee', 'hey', 'ye', 'download', 'mp3', 'take']"
74IE3QmRR07So8TE0320Oa,Mazhai Kuruvi,A.R. Rahman,Mazhai Kuruvi,2018-09-05,0.474,0.773,52,"['mazhai', 'kuruvi', 'song', 'ààà', 'àààààµà', 'mp3', 'r', 'rahman', 'download', 'songs']"
0SOAuohGmdPWKnBxGiwJkn,"The Karma Theme - From ""U Turn""",Anirudh Ravichander,"The Karma Theme (From ""U Turn"")",2018-09-03,0.865,0.58,38,"['karma', 'theme', 'u', 'turn', 'song', 'mp3', 'anirudh', 'ravichander', 'download', 'songs']"
00DMv3gdOFGDBFZ0WuvtXn,Visiri,"Darbuka Siva, Sid Sriram, Shashaa Tirupati",Visiri (From 'Enai Noki Paayum Thota'),2018-01-01,0.347,0.585,0,"['visiri', 'nee', 'song', 'naan', 'en', 'mp3', 'dhaan', 'poongaatre', 'veesaathe', 'sid']"
0PZmd2nRD30Yq6ZutVUq0F,Ulaviravu,Karthik,Ulaviravu (From 'Ondraga Originals'),2018-02-14,0.432,0.739,0,"['ulaviravu', 'song', 'mp3', 'karthik', 'download', 'songs', 'music', 'ondraga', 'originals', 'hindi']"
2ZppB7cqsWeEdJgU1TgXxK,Sita Kalyanam,"Renuka Arun, Sooraj S. Kurup",Solo (Original Motion Picture Soundtrack),2017-08-22,0.451,0.507,57,"['sita', 'kalyanam', 'song', 'ààµà', 'àà²àµàà¾àà', 'radha', 'ragasiya', 'need', 'kalyana', 'vaibhogame']"
3xVtrBHl1fxYGouE16ep59,Ne Ne Nani Ne,"M. M. Keeravani, Deepu, G Sahithi",Eega (Original Motion Picture Soundtrack),2012-04-28,0.361,0.66,50,"['ne', 'nani', 'song', 'mp3', 'deepu', 'download', 'songs', 'music', 'eega', 'original']"
7f9ZoM3NDTEv7kOUYpjs3U,"Azhagiye (From ""Kaatru Veliyidai"")","A.R. Rahman, Arjun Chandy, Haricharan, Jonita Gandhi","Azhagiye (From ""Kaatru Veliyidai"")",2017-02-02,0.458,0.681,39,"['azhagiye', 'kaatru', 'veliyidai', 'song', 'à', 'ààààà', 'ààªàààà', 'àà¾àààà', 'àµàà³ààààà', 'mp3']"
2TsPvlFsqQxWZP9WCze9jh,Rasaali,"A.R.Rahman,Sathya Prakash,Shashaa Tirupati",Rasaali (From Achcham Yenbadhu Madamaiyada) - Single,2016-05-27,0.543,0.705,0,"['yaar', 'rasaali', 'song', 'panthayama', 'muthalil', 'oru', 'raasaaliye', 'ninnukkøri', 'mp3', 'nee']"
3EmdhTr1gVPmi6lEwsWedm,Raangu,"G. V. Prakash, T.Rajender, Sonu Kakkar",Theri (Original Motion Picture Soundtrack),2016-03-21,0.693,0.747,34,"['song', 'hindi', 'lucky', 'baskhar', 'title', 'mp3', 'gv', 'prakash', 'kumar', 'download']"
5qUUHbdBGrTdYVJdU203tH,Thangamey,Anirudh Ravichander,Thangamey (From Naanum Rowdy Dhaan) (Single),2015-09-23,0.906,0.584,0,"['thangamey', 'song', 'àààààà', 'mp3', 'anirudh', 'ravichander', 'download', 'songs', 'music', 'naanum']"
4nSwWiwtieiNmRAjy9fEXN,Kannala Kannala - The Melting Point of Love,"Hiphop Tamizha, Kaushik Krish, Padmalatha",Thani Oruvan (Original Motion Picture Soundtrack),2015-07-22,0.776,0.593,64,"['songs', 'music', 'hindi', 'english', 'bollywood', 'regional', 'gaana', 'gateway', 'best', 'latest']"
2kbxGCtWSV0f1ON720Bd4O,Don'u Don'u Don'u - The Don's Romance,"Anirudh Ravichander, Alisha Thomas",Maari (Original Motion Picture Soundtrack),2015-06-07,0.82,0.776,59,"['songs', 'music', 'hindi', 'english', 'bollywood', 'regional', 'gaana', 'gateway', 'best', 'latest']"
0Ps7lWZdj1NAuyAVumclyC,Adhaaru Adhaaru,"Harris Jayaraj, Vijay Prakash, Gana Bala",Yennai Arindhaal (Original Motion Picture Soundtrack),2015-01-04,0.898,0.694,57,"['adhaaru', 'à', 'àà¾àà', 'song', 'mp3', 'harris', 'jayaraj', 'download', 'songs', 'music']"
2M8ic65G0VLkS6nEY53Uex,Kadhal Cricket - Love (Not Out),"Hiphop Tamizha, Kharesma Ravichandran",Thani Oruvan (Original Motion Picture Soundtrack),2015-07-22,0.764,0.624,55,"['kadhal', 'cricket', 'love', 'song', 'àà¾àà²à', 'àààààààààà', 'à²àµà', 'àà¾àà', 'à', 'àµààà']"
0NlKDGqNJ1is6V8eLBhj7S,"Selfie Pulla (From ""Kaththi"")","Vijay, Sunidhi Chauhan",Kaththi (Original Motion Picture Soundtrack),2014-09-18,0.956,0.714,0,"['selfie', 'pulla', 'song', 'ààà²àààªà', 'àªàà²àà²à¾', 'mp3', 'anirudh', 'ravichander', 'download', 'songs']"
7xV3MCJ6YI3K4I6Jt1a9H7,Osaka Osaka,"Anirudh Ravichander, Pragathi, Madhan Karky",Vanakkam Chennai (Original Motion Picture Soundtrack),2013-07-31,0.613,0.283,55,"['osaka', 'ààà', 'song', 'mp3', 'anirudh', 'ravichander', 'download', 'songs', 'music', 'vanakkam']"
7mIlbe9TP4eqC1oGIYC8Jh,Chennai City Gangsta,"Anirudh Ravichander, Hard Kaur, Hiphop Tamizha, Country Chicken",Vanakkam Chennai (Original Motion Picture Soundtrack),2013-07-31,0.887,0.731,51,"['songs', 'music', 'hindi', 'english', 'bollywood', 'regional', 'gaana', 'gateway', 'best', 'latest']"
0lnhypJuR75F6rdfAbR4zU,Madras,"Santhosh Narayanan, Harihara Sudhan, Meenakshi Iyer",Madras (Original Motion Picture Soundtrack),2014-06-23,0.744,0.785,43,"['madras', 'song', 'àààààà¾àà', 'mp3', 'harihara', 'sudhan', 'download', 'songs', 'music', 'hindi']"
6vZj02bcQqLTYRAi4jRkw7,Munbe Vaa,"A.R. Rahman, Shreya Ghoshal, Naresh Iyer",Silunu Oru Kadhal,2006-08-02,0.759,0.609,0,"['song', 'parandhu', 'sella', 'vaa', 'àªààààà', 'ààà²àà²', 'àµà¾', 'tamil', 'songs', 'music']"
27JCivA8HSBu3eRWjYZnM3,"Vilayadu Mankatha (From ""Mankatha Full Album"")","Yuvan Shankar Raja, Ranjith Govind, Premgi Amaren, Rita Thyagarajan, Anitha Karthikeyan","Biggest Hits of Yuvan, Vol. 1",2013-07-10,0.635,0.813,27,"['mankatha', 'vilayaadu', 'song', 'mp3', 'yuvan', 'shankar', 'raja', 'download', 'songs', 'music']"
04fYoQSUTfPhVjyW8aXkix,En Jannal Vandha,"Yuvan Shankar Raja, Roshini, Priya Hemesh, Divya Vijay",Theeratha Vilayaatu Pillai (Original Motion Picture Soundtrack),2009-12-11,0.654,0.69,55,"['songs', 'music', 'hindi', 'english', 'bollywood', 'regional', 'gaana', 'gateway', 'best', 'latest']"
5TL3UHuEBRMPbAIAOiPJmc,Enkeyoo Partha,"Yuvan Shankar Raja, Udit Narayan",Yaaradi Nee Mohini (Original Motion Picture Soundtrack),2008-10-17,0.446,0.822,66,"['enkeyoo', 'partha', 'song', 'ààààààà', 'àªà¾ààààà', 'mp3', 'udit', 'narayan', 'download', 'songs']"
1A1YlVucS5hugYaeWXfCA8,Mankatha Theme Music,Yuvan Shankar Raja,Mankatha (Original Motion Picture Soundtrack),2011-08-10,0.375,0.678,50,"['spark', 'thalapathy', 'goat', 'song', 'mp3', 'yuvan', 'shankar', 'raja', 'download', 'songs']"
2Fz7ZN67vnWqB0H6XcAsXG,Pondatti,"Thaman S, Silambarasan TR",Osthe (Original Motion Picture Soundtrack),2011-10-19,0.797,0.857,42,"['pondatti', 'osthe', 'song', 'àªààààà¾àààà', 'ààªàààà', 'ààààà', 'mp3', 'thaman', 'download', 'songs']"
6aVnn31aSEfl6YZAJoyxKq,Osthe Maamey,"Thaman S, Baba Sehgal, Ranjith Govind, Rahul Nambiar, Naveen Madhav",Osthe (Original Motion Picture Soundtrack),2011-10-19,0.723,0.715,49,"['osthe', 'maamey', 'song', 'ààààà', 'àà¾àà', 'mp3', 'ranjith', 'download', 'songs', 'music']"
5QoCBy9eUHYkeWpEpzAud9,Konji Pesida Venaam,"Nivas K Prasanna, K. S. Chithra, Sriram Parthasarathy",Sethupathi (Original Motion Picture Soundtrack),2016-01-20,0.661,0.756,58,"['konji', 'pesida', 'venaam', 'song', 'un', 'kanne', 'mazhai', 'k', 'mp3', 'paesida']"
7104Flzq5GHvWEShbNKQxA,Ey Inga Paaru (The Comedian Inside Raghuvaran),Anirudh Ravichander,Velai Illa Pattadhaari,2014-02-14,0.837,0.754,0,"['ki', 'aaj', 'raat', 'stree', '2', 'song', 'le', 'jaan', 'maza', 'husn']"
4yA9dm7uz0oANQK0Mt0ZYQ,Chillena,"G. V. Prakash, Clinton Cerejo, Alphonse, Alka",Raja Rani (Original Motion Picture Soundtrack),2013-08-23,0.615,0.756,0,"['song', 'hindi', 'lucky', 'baskhar', 'title', 'mp3', 'gv', 'prakash', 'kumar', 'download']"
2F02elQwsR4uOkVQVRhsms,Kadhal Kan Kattudhe,"Anirudh Ravichander, Shakthisree Gopalan",Kaaki Sattai (Original Motion Picture Soundtrack),2014-12-12,0.544,0.418,0,"['kaaki', 'sattai', 'kadhal', 'kan', 'kattudhe', 'song', 'mp3', 'anirudh', 'ravichander', 'download']"
5fqsWynhQRpoIVeRfRu4yQ,Un Vizhigalil,"Anirudh Ravichander, Shruti Haasan",Maan Karate (Original Motion Picture Soundtrack),2014-03-16,0.625,0.502,54,"['songs', 'music', 'hindi', 'english', 'bollywood', 'regional', 'gaana', 'gateway', 'best', 'latest']"
6r3Xe2n6lzIV3SrP2s0teO,Onakka Munthiri,"Hesham Abdul Wahab, Divya Vineeth",Hridayam (Side A) [Original Motion Picture Soundtrack],2022-01-14,0.794,0.456,54,"['munthiri', 'onakka', 'song', 'ààààµà', 'ààµààµàààà', 'chirikkya', 'kandokkya', 'ya', 'chavakkya', 'pennum']"
4gYKdgwtMwUtKrmF0Qt2E7,Pottu Thotta Pournami,"Hesham Abdul Wahab, Sachin Balu, Megha Josekutty",Hridayam (Side B) [Original Motion Picture Soundtrack],2022-01-17,0.55,0.314,56,"['pottu', 'thotta', 'pournami', 'song', 'àªàµààµààµ', 'ààµààµà', 'àªàµàµ¼ààµààà', 'raara', 'mp3', 'ethra']"
7dcXGzIAaoe19A6kgnrCaQ,Nagumo,"Hesham Abdul Wahab, Arvind Venugopal",Hridayam (Side B) [Original Motion Picture Soundtrack],2022-01-17,0.46,0.604,60,"['songs', 'music', 'hindi', 'english', 'bollywood', 'regional', '36', 'k', 'followers', 'gaana']"
5h9dqBWSZEMnP6bbhrqjxA,Nagumo Revival,"Hesham Abdul Wahab, Arvind Venugopal, Swetha Ashok",Hridayam (Side B) [Original Motion Picture Soundtrack],2022-01-17,0.819,0.51,49,"['songs', 'music', 'hindi', 'english', 'bollywood', 'regional', '36', 'k', 'followers', 'gaana']"
32A0uFoMdlEB1tlnktxfV9,"Kurukku Siruthvalea ( From ""Mudhalvan"")","Hariharan, Mahalakshmi Iyer",Isai Sangamam,2013-06-21,0.518,0.69,49,"['kurukku', 'siruthvalea', 'mudhalvan', 'song', 'mp3', 'music', 'hariharan', 'download', 'songs', 'arrahmans']"
468DmIR7WVHAaZZXm4Zbpv,Enakke Enakkaa,"Unnikrishnan, S.P. Pallavi, Vairamuthu",Jeans (Original Motion Picture Soundtrack),1998-06-27,0.794,0.579,61,"['enakke', 'enakkaa', 'âjeansâ', 'song', 'songs', 'mp3', 'pallavi', 'download', 'music', '1998']"
5ich0wSxDxMryEjwZo6XzG,Mazhai Vara Pogudhae,"Harris Jayaraj, Karthik, Emcee Jesz",Yennai Arindhaal (Original Motion Picture Soundtrack),2015-01-04,0.739,0.835,58,"['mazhai', 'vara', 'pogudhae', 'song', 'ààà', 'àµà', 'àªààà¾àà', 'mp3', 'harris', 'jayaraj']"
1LReaQBiNGwluyu18twdUU,Ur My Darling,Thaman S,Vaaloo (Original Motion Picture Soundtracks),2014-04-14,0.767,0.808,0,"['darling', 'baby', 'ur', 'song', 'ààààà', 'àà', 'àà¾ààà²ààà', 'venaa', 'naan', 'pola']"
4XXqiA4xszJxSdyDScpzZh,"Ayyayo (From ""Aadukalam"")","G. V. Prakash, S. P. Balasubrahmanyam, S.P. Charan, Prashanthini",Playback: Madras Melodies - Soulful Tamil Melodies,2015-02-12,0.705,0.598,16,"['captain', 'miller', 'call', 'song', 'mp3', 'gv', 'prakash', 'kumar', 'download', 'songs']"
2ad9xXbG1FrtdLv9CerJ79,Roja Roja,"A.R. Rahman, Unnikrishnan",Kadhalar Dhinam,1999-03-12,0.662,0.618,0,"['roja', 'àààà¾', 'unnikrishnan', 'song', 'rojaroja', 'àààààààààààà', 'nee', 'mp3', 'ninnu', 'unni']"
70usDdEk4zRWxSPFogQqfQ,Kadhalenum,"A.R. Rahman, S. P. Balasubrahmanyam, Swarnalatha",Kadhalar Dhinam,1999-03-12,0.563,0.652,0,"['ki', 'aaj', 'raat', 'stree', '2', 'song', 'le', 'jaan', 'maza', 'husn']"
3t8BZgGfhlNrhSc3FmNhsv,Enna Solla Pogirai,Shankar Mahadevan,K.Kandukondain/Pirantha Naal,2000-04-25,0.384,0.765,0,"['solla', 'enna', 'pogiraai', 'illai', 'innum', 'nyaayamaa', 'maunamaa', 'oru', 'kanam', 'podhum']"
4LK8863ScRhhT6hitFfBI5,Aval,"Santhosh Narayanan, Pradeep, Priya Hemesh",Manithan (Original Motion Picture Soundtrack),2016-04-08,0.457,0.324,65,"['aval', 'idhayam', 'megamo', 'love', 'song', 'maayapoo', 'thiral', 'uthirum', 'mp3', 'nizhal']"
3vJO8q2uyz9wKM77aI1Rdo,IPhone 6 Nee Yendral,Hiphop Tamizha,Indru Netru Naalai (Original Motion Picture Soundtrack),2015-05-07,0.745,0.702,46,"['nee', 'iphone', '6', 'yendral', 'song', 'indru', 'netru', 'naalai', 'thevai', 'naan']"
6GfFvZkjbGMBvvBqA1GbDC,Neeyum Naanum,Anirudh Ravichander and Neeti Mohan,Neeyum Naanum (From Naanum Rowdy Dhaan) (Single),2015-09-28,0.613,0.569,0,"['naanum', 'rowdy', 'dhaan', 'neeyum', 'song', 'mp3', 'anirudh', 'ravichander', 'download', 'songs']"
